Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ns/call  ns/call  name    
                0.00    0.00   77550/743101      obj_parser_fill_vertexes (obj_parser.c:145 @ 87d0) [484]
                0.00    0.00  266188/743101      parse_face_vertex (obj_parser.c:190 @ 8a9f) [475]
                0.00    0.00  266188/743101      parse_face_normals (obj_parser.c:214 @ 8baf) [474]
[396]    0.0    0.01    0.00  743101         ft_split (ft_split.c:66 @ f3f0) [396]
-----------------------------------------------
                                                 <spontaneous>
[465]    0.0    0.01    0.00                 reverseBits (lodepng.c:581 @ 154d7) [465]
-----------------------------------------------
                0.00    0.00     886/95204433     matrix_point_at (init_matrix.c:188 @ a1f1) [5930]
                0.00    0.00  528256/95204433     line_zplane_intersection (clipping_z.c:65 @ bd33) [3931]
                0.00    0.00 35745659/95204433     draw_mesh (draw.c:389 @ 5b9f) [316]
                0.00    0.00 58929632/95204433     draw_mesh (draw.c:381 @ 5aea) [28]
[532]    0.0    0.00    0.00 95204433         dot_prod_unit (vec3.c:110 @ 6010) [532]
-----------------------------------------------
                0.00    0.00       1/3198971     parse_mtl (obj_parser.c:432 @ 9353) [7210]
                0.00    0.00       2/3198971     load_obj_file (obj_parser.c:552 @ 9af2) [5096]
                0.00    0.00       2/3198971     load_obj_file (obj_parser.c:552 @ 9b0b) [5098]
                0.00    0.00       2/3198971     load_obj_file (obj_parser.c:554 @ 9b18) [5100]
                0.00    0.00       2/3198971     load_obj_file (obj_parser.c:554 @ 9b3c) [5104]
                0.00    0.00       3/3198971     add_menu_widget (menu_public.c:61 @ e06c) [797]
                0.00    0.00       8/3198971     ft_strjoin (ft_strjoin.c:23 @ ef8e) [2561]
                0.00    0.00      22/3198971     triangulation (obj_parser.c:241 @ 831e) [8155]
                0.00    0.00  743101/3198971     get_str_count (ft_split.c:36 @ f45e) [3257]
                0.00    0.00 2455828/3198971     append_next_sub (ft_split.c:53 @ f4ed) [881]
[533]    0.0    0.00    0.00 3198971         ft_calloc (ft_calloc.c:16 @ eef0) [533]
-----------------------------------------------
                0.00    0.00  383539/2839367     str_to_double (obj_parser.c:109 @ 86ad) [8068]
                0.00    0.00 2455828/2839367     append_next_sub (ft_split.c:46 @ f4b0) [298]
[534]    0.0    0.00    0.00 2839367         ft_strchr (ft_strchr.c:16 @ ed00) [534]
-----------------------------------------------
                0.00    0.00   11052/2124070     fill_triangle_color (fill_triangle2.c:72 @ b54f) [1900]
                0.00    0.00 2113018/2124070     fill_triangle_texture (fill_triangle.c:184 @ ab50) [2051]
[535]    0.0    0.00    0.00 2124070         sort_vertexes_for_y (fill_triangle.c:17 @ a9f0) [535]
-----------------------------------------------
                0.00    0.00 2113018/2113018     rasterize (draw.c:321 @ 55a8) [7368]
[536]    0.0    0.00    0.00 2113018         fill_triangle_texture (fill_triangle.c:166 @ ab00) [536]
-----------------------------------------------
                0.00    0.00       4/1569210     obj_parser_parse_mtl_libs (obj_parser.c:510 @ 9923) [6985]
                0.00    0.00       8/1569210     parse_mtl (obj_parser.c:451 @ 940c) [7223]
                0.00    0.00       8/1569210     parse_mtl (obj_parser.c:462 @ 950a) [7234]
                0.00    0.00       8/1569210     parse_mtl (obj_parser.c:466 @ 959d) [7238]
                0.00    0.00       8/1569210     parse_mtl (obj_parser.c:468 @ 96d1) [7256]
                0.00    0.00       8/1569210     ft_strjoin (ft_strjoin.c:16 @ ef50) [581]
                0.00    0.00       8/1569210     ft_strjoin (ft_strjoin.c:22 @ ef7c) [2558]
                0.00    0.00       9/1569210     obj_parser_handle_faces (obj_parser.c:312 @ 8d26) [6934]
                0.00    0.00      11/1569210     parse_mtl (obj_parser.c:445 @ 93e3) [7219]
                0.00    0.00      19/1569210     ft_strlcpy (ft_strlcpy.c:16 @ ecb0) [2609]
                0.00    0.00      25/1569210     ft_strtrim (ft_strtrim.c:32 @ f1eb) [2670]
                0.00    0.00      26/1569210     parse_mtl (obj_parser.c:469 @ 9748) [7257]
                0.00    0.00      33/1569210     parse_mtl (obj_parser.c:471 @ 980c) [7259]
                0.00    0.00      34/1569210     parse_mtl (obj_parser.c:467 @ 96b0) [7255]
                0.00    0.00      42/1569210     parse_mtl (obj_parser.c:465 @ 9578) [7237]
                0.00    0.00      58/1569210     parse_mtl (obj_parser.c:461 @ 94e8) [7233]
                0.00    0.00      58/1569210     parse_mtl (obj_parser.c:463 @ 9530) [7235]
                0.00    0.00      74/1569210     parse_mtl (obj_parser.c:459 @ 94a0) [7231]
                0.00    0.00      81/1569210     parse_mtl (obj_parser.c:455 @ 9443) [7228]
                0.00    0.00      82/1569210     parse_mtl (obj_parser.c:457 @ 946a) [7229]
                0.00    0.00      85/1569210     mtl_len (obj_parser.c:380 @ 9213) [6773]
                0.00    0.00  115566/1569210     obj_parser_count (obj_parser.c:77 @ 8550) [6840]
                0.00    0.00  115567/1569210     obj_parser_count (obj_parser.c:75 @ 8520) [6838]
                0.00    0.00  144215/1569210     str_to_double (obj_parser.c:110 @ 86bc) [8069]
                0.00    0.00  210748/1569210     obj_parser_handle_faces (obj_parser.c:308 @ 8cfa) [6932]
                0.00    0.00  239324/1569210     str_to_double (obj_parser.c:112 @ 86ff) [8075]
                0.00    0.00  743101/1569210     append_next_sub (ft_split.c:48 @ f560) [889]
[537]    0.0    0.00    0.00 1569210         ft_strlen (ft_strlen.c:16 @ e930) [537]
-----------------------------------------------
                0.00    0.00  265768/1564810     parse_face_vertex (obj_parser.c:197 @ 8aef) [7200]
                0.00    0.00  265768/1564810     parse_face_normals (obj_parser.c:215 @ 8bbf) [7174]
                0.00    0.00  266188/1564810     parse_face_vertex (obj_parser.c:190 @ 8aaf) [7191]
                0.00    0.00  383539/1564810     str_to_double (obj_parser.c:108 @ 868b) [8065]
                0.00    0.00  383547/1564810     str_to_double (obj_parser.c:99 @ 8610) [8052]
[538]    0.0    0.00    0.00 1564810         ft_atoi (ft_atoi.c:23 @ ee50) [538]
-----------------------------------------------
                0.00    0.00       3/1456644     obj_parser_parse_mtl_libs (obj_parser.c:510 @ 9923) [6985]
                0.00    0.00       9/1456644     obj_parser_handle_faces (obj_parser.c:317 @ 8df8) [6938]
                0.00    0.00      11/1456644     parse_mtl (obj_parser.c:445 @ 93e3) [7219]
                0.00    0.00      26/1456644     parse_mtl (obj_parser.c:469 @ 9748) [7257]
                0.00    0.00      26/1456644     parse_mtl (obj_parser.c:471 @ 980c) [7259]
                0.00    0.00      34/1456644     parse_mtl (obj_parser.c:467 @ 96b0) [7255]
                0.00    0.00      42/1456644     parse_mtl (obj_parser.c:465 @ 9578) [7237]
                0.00    0.00      50/1456644     parse_mtl (obj_parser.c:463 @ 9530) [7235]
                0.00    0.00      58/1456644     parse_mtl (obj_parser.c:461 @ 94e8) [7233]
                0.00    0.00      66/1456644     parse_mtl (obj_parser.c:459 @ 94a0) [7231]
                0.00    0.00      74/1456644     parse_mtl (obj_parser.c:457 @ 946a) [7229]
                0.00    0.00      81/1456644     parse_mtl (obj_parser.c:455 @ 9443) [7228]
                0.00    0.00      85/1456644     mtl_len (obj_parser.c:380 @ 9213) [6773]
                0.00    0.00  115566/1456644     obj_parser_count (obj_parser.c:77 @ 8550) [6840]
                0.00    0.00  115567/1456644     obj_parser_count (obj_parser.c:75 @ 8520) [6838]
                0.00    0.00  115567/1456644     obj_parser_fill_vertexes (obj_parser.c:162 @ 8938) [487]
                0.00    0.00  133198/1456644     obj_parser_count (obj_parser.c:73 @ 84e9) [6832]
                0.00    0.00  133198/1456644     obj_parser_fill_vertexes (obj_parser.c:152 @ 887a) [6880]
                0.00    0.00  210739/1456644     obj_parser_handle_faces (obj_parser.c:317 @ 8cc8) [6929]
                0.00    0.00  210748/1456644     obj_parser_count (obj_parser.c:71 @ 84d8) [6831]
                0.00    0.00  210748/1456644     obj_parser_fill_vertexes (obj_parser.c:142 @ 885d) [6877]
                0.00    0.00  210748/1456644     obj_parser_handle_faces (obj_parser.c:310 @ 8d03) [6933]
[539]    0.0    0.00    0.00 1456644         ft_strncmp (ft_strncmp.c:16 @ edb0) [539]
-----------------------------------------------
                0.00    0.00     420/743101      parse_face_normals (obj_parser.c:217 @ 8c20) [7181]
                0.00    0.00   17631/743101      obj_parser_fill_vertexes (obj_parser.c:158 @ 891b) [6897]
                0.00    0.00   48962/743101      obj_parser_fill_vertexes (obj_parser.c:170 @ 89d0) [6914]
                0.00    0.00   66582/743101      obj_parser_handle_faces (obj_parser.c:337 @ 8f31) [6952]
                0.00    0.00   77550/743101      obj_parser_fill_vertexes (obj_parser.c:147 @ 8829) [6871]
                0.00    0.00  265768/743101      parse_face_normals (obj_parser.c:223 @ 8c09) [7179]
                0.00    0.00  266188/743101      parse_face_vertex (obj_parser.c:200 @ 8b0b) [7202]
[540]    0.0    0.00    0.00  743101         ft_free_2darr (ft_free_2darr.c:16 @ fbb0) [540]
-----------------------------------------------
                0.00    0.00  632434/632434      shrink_out (get_next_line.c:53 @ f7f0) [7850]
[541]    0.0    0.00    0.00  632434         cleanup (get_next_line_utils.c:16 @ fd00) [541]
-----------------------------------------------
                0.00    0.00  632434/632434      get_next_line (get_next_line.c:75 @ f705) [3220]
[542]    0.0    0.00    0.00  632434         get_current_file (get_next_line_utils.c:38 @ fd80) [542]
-----------------------------------------------
                0.00    0.00       1/632434      mtl_len (obj_parser.c:376 @ 91dd) [6769]
                0.00    0.00       1/632434      parse_mtl (obj_parser.c:439 @ 938f) [7213]
                0.00    0.00       1/632434      obj_parser_parse_mtl_libs (obj_parser.c:517 @ 997f) [6990]
                0.00    0.00       2/632434      obj_parser_count (obj_parser.c:61 @ 847a) [6823]
                0.00    0.00       2/632434      obj_parser_count (obj_parser.c:83 @ 8510) [6835]
                0.00    0.00       2/632434      obj_parser_fill_vertexes (obj_parser.c:130 @ 8781) [6852]
                0.00    0.00       2/632434      obj_parser_fill_vertexes (obj_parser.c:176 @ 89e0) [6916]
                0.00    0.00       2/632434      obj_parser_handle_faces (obj_parser.c:343 @ 8fc0) [6962]
                0.00    0.00       2/632434      obj_parser_handle_faces (obj_parser.c:300 @ 90f6) [6969]
                0.00    0.00       2/632434      obj_parser_parse_mtl_libs (obj_parser.c:508 @ 98de) [6980]
                0.00    0.00       2/632434      obj_parser_parse_mtl_libs (obj_parser.c:513 @ 9918) [6984]
                0.00    0.00       3/632434      parse_mtl (obj_parser.c:448 @ 93d8) [7218]
                0.00    0.00       9/632434      mtl_len (obj_parser.c:388 @ 923d) [6776]
                0.00    0.00      77/632434      mtl_len (obj_parser.c:383 @ 9208) [6772]
                0.00    0.00      82/632434      parse_mtl (obj_parser.c:474 @ 9438) [7227]
                0.00    0.00  210748/632434      obj_parser_count (obj_parser.c:79 @ 84bb) [6828]
                0.00    0.00  210748/632434      obj_parser_fill_vertexes (obj_parser.c:173 @ 883c) [6874]
                0.00    0.00  210748/632434      obj_parser_handle_faces (obj_parser.c:341 @ 8cee) [6931]
[543]    0.0    0.00    0.00  632434         get_next_line (get_next_line.c:69 @ f6f0) [543]
-----------------------------------------------
                0.00    0.00  632434/632434      shrink_out (get_next_line.c:50 @ f72a) [7839]
[544]    0.0    0.00    0.00  632434         reading (get_next_line.c:16 @ f5a0) [544]
-----------------------------------------------
                0.00    0.00  632419/632419      shrink_out (get_next_line.c:63 @ f768) [7847]
[545]    0.0    0.00    0.00  632419         my_str_cpy (get_next_line_utils.c:64 @ fe30) [545]
-----------------------------------------------
                0.00    0.00       8/383547      parse_mtl (obj_parser.c:458 @ 9484) [7230]
                0.00    0.00       8/383547      parse_mtl (obj_parser.c:460 @ 94c2) [7232]
                0.00    0.00       8/383547      parse_mtl (obj_parser.c:462 @ 950a) [7234]
                0.00    0.00       8/383547      parse_mtl (obj_parser.c:464 @ 9552) [7236]
                0.00    0.00      24/383547      fill_3_doubles (obj_parser.c:399 @ 95b9) [1737]
                0.00    0.00      24/383547      fill_3_doubles (obj_parser.c:401 @ 96f0) [1747]
                0.00    0.00   17631/383547      obj_parser_fill_vertexes (obj_parser.c:155 @ 88bd) [6887]
                0.00    0.00   17631/383547      obj_parser_fill_vertexes (obj_parser.c:156 @ 88d5) [6890]
                0.00    0.00   17631/383547      obj_parser_fill_vertexes (obj_parser.c:157 @ 88f5) [6893]
                0.00    0.00   48962/383547      obj_parser_fill_vertexes (obj_parser.c:165 @ 895f) [6901]
                0.00    0.00   48962/383547      obj_parser_fill_vertexes (obj_parser.c:166 @ 8990) [6906]
                0.00    0.00   77550/383547      obj_parser_fill_vertexes (obj_parser.c:144 @ 87df) [6861]
                0.00    0.00   77550/383547      obj_parser_fill_vertexes (obj_parser.c:145 @ 87ee) [6864]
                0.00    0.00   77550/383547      obj_parser_fill_vertexes (obj_parser.c:147 @ 880c) [6868]
[546]    0.0    0.00    0.00  383547         str_to_double (obj_parser.c:88 @ 85e0) [546]
-----------------------------------------------
                0.00    0.00  144215/383539      str_to_double (obj_parser.c:110 @ 86bc) [8069]
                0.00    0.00  239324/383539      str_to_double (obj_parser.c:112 @ 86ff) [8075]
[547]    0.0    0.00    0.00  383539         ft_powint (ft_powint.c:16 @ f820) [547]
-----------------------------------------------
                0.00    0.00       2/266190      load_obj_file (obj_parser.c:573 @ 9b9d) [5113]
                0.00    0.00  266188/266190      obj_parser_handle_faces (obj_parser.c:334 @ 8efc) [371]
[548]    0.0    0.00    0.00  266190         parse_face_normals (obj_parser.c:207 @ 8b70) [548]
-----------------------------------------------
                0.00    0.00  266188/266188      obj_parser_handle_faces (obj_parser.c:333 @ 8ea3) [6946]
[549]    0.0    0.00    0.00  266188         parse_face_vertex (obj_parser.c:182 @ 8a50) [549]
-----------------------------------------------
                0.00    0.00     443/265457      cursor_movement_per_frame (main.c:18 @ 2e73) [1363]
                0.00    0.00     886/265457      draw_mesh (draw.c:347 @ 5840) [1598]
                0.00    0.00  264128/265457      line_zplane_intersection (clipping_z.c:70 @ bf40) [3948]
[550]    0.0    0.00    0.00  265457         v3_add (vec3.c:115 @ 6040) [550]
-----------------------------------------------
                0.00    0.00     886/265014      matrix_point_at (init_matrix.c:188 @ a1f1) [5930]
                0.00    0.00  264128/265014      line_zplane_intersection (clipping_z.c:68 @ bed0) [3947]
[551]    0.0    0.00    0.00  265014         v3_scale (vec3.c:182 @ 62a0) [551]
-----------------------------------------------
                0.00    0.00       1/133171      free_menu (menu_public.c:31 @ df2d) [2265]
                0.00    0.00       1/133171      init_menu (menu_public.c:50 @ dfb7) [3678]
                0.00    0.00       1/133171      init_main (init.c:48 @ e3ef) [3659]
                0.00    0.00       2/133171      load_obj_file (obj_parser.c:545 @ 9a8e) [5088]
                0.00    0.00       2/133171      init_basic_data_mesh (init.c:130 @ e747) [3503]
                0.00    0.00   66582/133171      obj_parser_handle_faces (obj_parser.c:327 @ 8e57) [6943]
                0.00    0.00   66582/133171      obj_parser_handle_faces (obj_parser.c:330 @ 8e64) [6944]
[552]    0.0    0.00    0.00  133171         ft_bzero (ft_bzero.c:16 @ e9f0) [552]
-----------------------------------------------
                0.00    0.00   66582/66582       triangulation (obj_parser.c:235 @ 8f46) [8164]
[553]    0.0    0.00    0.00   66582         ft_put_pixel_fin_index (utils1.c:161 @ 8150) [553]
-----------------------------------------------
                0.00    0.00   11052/11052       rasterize (draw.c:304 @ 56dd) [7384]
[554]    0.0    0.00    0.00   11052         fill_triangle_color (fill_triangle2.c:69 @ b520) [554]
-----------------------------------------------
                0.00    0.00     886/3544        fill_model_matrix (draw.c:192 @ 4f0c) [1807]
                0.00    0.00     886/3544        fill_model_matrix (draw.c:198 @ 4f1e) [1809]
                0.00    0.00     886/3544        fill_model_matrix (draw.c:198 @ 4f2a) [1811]
                0.00    0.00     886/3544        fill_model_matrix (draw.c:201 @ 4f38) [1812]
[555]    0.0    0.00    0.00    3544         mat4x4_mult_mat4x4 (matrix_mult.c:27 @ a4c0) [555]
-----------------------------------------------
                0.00    0.00     886/886         ft_hook (main.c:158 @ 33f0) [2342]
[556]    0.0    0.00    0.00     886         draw_mesh (draw.c:336 @ 57a0) [556]
-----------------------------------------------
                0.00    0.00     886/886         draw_mesh (draw.c:345 @ 5800) [1597]
[557]    0.0    0.00    0.00     886         fill_model_matrix (draw.c:175 @ 4e20) [557]
-----------------------------------------------
                0.00    0.00     886/886         draw_mesh (draw.c:355 @ 5873) [1600]
[558]    0.0    0.00    0.00     886         init_day_light (draw.c:207 @ 4f90) [558]
-----------------------------------------------
                0.00    0.00     886/886         draw_mesh (draw.c:350 @ 585a) [1599]
[559]    0.0    0.00    0.00     886         matrix_look_at (init_matrix.c:219 @ a3f0) [559]
-----------------------------------------------
                0.00    0.00     886/886         draw_mesh (draw.c:347 @ 5840) [1598]
[560]    0.0    0.00    0.00     886         matrix_point_at (init_matrix.c:179 @ a140) [560]
-----------------------------------------------
                0.00    0.00     886/886         fill_model_matrix (draw.c:187 @ 4eba) [1802]
[561]    0.0    0.00    0.00     886         rot_matx_4x4 (init_matrix.c:117 @ 9f80) [561]
-----------------------------------------------
                0.00    0.00     886/886         fill_model_matrix (draw.c:188 @ 4eca) [1803]
[562]    0.0    0.00    0.00     886         rot_maty_4x4 (init_matrix.c:137 @ a010) [562]
-----------------------------------------------
                0.00    0.00     886/886         fill_model_matrix (draw.c:189 @ 4ee8) [1804]
[563]    0.0    0.00    0.00     886         rot_matz_4x4 (init_matrix.c:157 @ a0c0) [563]
-----------------------------------------------
                0.00    0.00     886/886         fill_model_matrix (draw.c:186 @ 4e8c) [1801]
[564]    0.0    0.00    0.00     886         scale_matrix (init_matrix.c:37 @ 9df0) [564]
-----------------------------------------------
                0.00    0.00     886/886         fill_model_matrix (draw.c:192 @ 4e80) [1799]
[565]    0.0    0.00    0.00     886         translation_matrix (init_matrix.c:77 @ 9ed0) [565]
-----------------------------------------------
                0.00    0.00     467/467         mlx_exec_loop_hooks (mlx_loop.c:25 @ 1274d) [6174]
[566]    0.0    0.00    0.00     467         display_fps_hook (fps.c:170 @ 42b0) [566]
-----------------------------------------------
                0.00    0.00     467/467         mlx_exec_loop_hooks (mlx_loop.c:25 @ 1274d) [6174]
[567]    0.0    0.00    0.00     467         ft_hook (main.c:143 @ 32a0) [567]
-----------------------------------------------
                0.00    0.00     467/467         ft_hook (main.c:147 @ 32bf) [2336]
[568]    0.0    0.00    0.00     467         menu_handler (menu_public.c:36 @ df50) [568]
-----------------------------------------------
                0.00    0.00     443/443         cursor_movement_per_frame (main.c:18 @ 2e73) [1363]
[569]    0.0    0.00    0.00     443         get_direction (vec3.c:337 @ 6640) [569]
-----------------------------------------------
                0.00    0.00     443/443         ft_hook (main.c:151 @ 32da) [2339]
[570]    0.0    0.00    0.00     443         handle_movement_per_frame (main.c:27 @ 2e00) [570]
-----------------------------------------------
                0.00    0.00     153/153         display_fps (fps.c:163 @ 4164) [1484]
[571]    0.0    0.00    0.00     153         display_digit (fps.c:84 @ 3e20) [571]
-----------------------------------------------
                0.00    0.00     143/143         display_fps_hook (fps.c:182 @ 430a) [1520]
[572]    0.0    0.00    0.00     143         display_fps (fps.c:136 @ 40c0) [572]
-----------------------------------------------
                0.00    0.00     113/113         mlx_cursor_cb (mlx_mouse.c:38 @ 12c6e) [6091]
[573]    0.0    0.00    0.00     113         cursor_hook (key_handlers.c:152 @ d830) [573]
-----------------------------------------------
                0.00    0.00      39/39          get_mtl (obj_parser.c:49 @ 8d80) [3214]
[574]    0.0    0.00    0.00      39         ft_strcmp (ft_strncmp.c:34 @ ee00) [574]
-----------------------------------------------
                0.00    0.00      39/39          get_mtl (obj_parser.c:47 @ 8da7) [3215]
[575]    0.0    0.00    0.00      39         is_buffer_all_zeros (ft_realloc_copy_until_zeroed.c:16 @ faa0) [575]
-----------------------------------------------
                0.00    0.00      32/32          mlx_key_callback (mlx_keys.c:28 @ 125e8) [6393]
[576]    0.0    0.00    0.00      32         key_hook (key_handlers.c:113 @ d580) [576]
-----------------------------------------------
                0.00    0.00      30/30          handle_movement_per_frame (main.c:64 @ 307e) [3376]
[577]    0.0    0.00    0.00      30         add_vec3 (vec3.c:213 @ 6370) [577]
-----------------------------------------------
                0.00    0.00       1/25          obj_parser_parse_mtl_libs (obj_parser.c:517 @ 9942) [6986]
                0.00    0.00       7/25          parse_mtl (obj_parser.c:472 @ 9831) [7260]
                0.00    0.00       8/25          parse_mtl (obj_parser.c:452 @ 9414) [7224]
                0.00    0.00       9/25          obj_parser_handle_faces (obj_parser.c:312 @ 8d34) [6935]
[578]    0.0    0.00    0.00      25         ft_strtrim (ft_strtrim.c:27 @ f1d0) [578]
-----------------------------------------------
                0.00    0.00      23/23          menu_handler (menu_public.c:40 @ df90) [5968]
[579]    0.0    0.00    0.00      23         handle_open_menu (menu.c:103 @ dbf0) [579]
-----------------------------------------------
                0.00    0.00       3/19          add_menu_widget (menu_public.c:77 @ e0ea) [812]
                0.00    0.00       8/19          ft_strjoin (ft_strjoin.c:26 @ ef9b) [2563]
                0.00    0.00       8/19          ft_strjoin (ft_strjoin.c:27 @ efaa) [2564]
[580]    0.0    0.00    0.00      19         ft_strlcpy (ft_strlcpy.c:16 @ ec90) [580]
-----------------------------------------------
                0.00    0.00       1/8           parse_mtl (obj_parser.c:421 @ 9320) [609]
                0.00    0.00       7/8           parse_mtl (obj_parser.c:476 @ 9628) [7239]
[581]    0.0    0.00    0.00       8         ft_strjoin (ft_strjoin.c:16 @ ef50) [581]
                0.00    0.00       8/1569210     ft_strlen (ft_strlen.c:16 @ e930) [537]
-----------------------------------------------
                0.00    0.00       1/7           free_menu (menu_public.c:22 @ decf) [2254]
                0.00    0.00       3/7           free_menu (menu_public.c:27 @ df00) [2260]
                0.00    0.00       3/7           free_menu (menu_public.c:27 @ df10) [2262]
[582]    0.0    0.00    0.00       7         ft_free_img (utils1.c:34 @ 7800) [582]
-----------------------------------------------
                0.00    0.00       1/3           main (main.c:265 @ 2b3f) [5863]
                0.00    0.00       1/3           init_menu_widgets (init.c:77 @ e637) [3698]
                0.00    0.00       1/3           init_menu_widgets (init.c:79 @ e670) [3700]
[583]    0.0    0.00    0.00       3         add_menu_widget (menu_public.c:61 @ e040) [583]
-----------------------------------------------
                0.00    0.00       3/3           mlx_cursor_cb (mlx_mouse.c:38 @ 12c6e) [6091]
[584]    0.0    0.00    0.00       3         cursor_menu (menu_hooks.c:65 @ e2e0) [584]
-----------------------------------------------
                0.00    0.00       3/3           add_menu_widget (menu_public.c:86 @ e150) [821]
[585]    0.0    0.00    0.00       3         fill_slider (menu.c:73 @ db10) [585]
-----------------------------------------------
                0.00    0.00       1/3           cleanup_exit (cleanup.c:43 @ e8e6) [998]
                0.00    0.00       2/3           free_mesh (cleanup.c:26 @ e8c9) [2273]
[586]    0.0    0.00    0.00       3         ft_free (ft_free.c:16 @ fcd0) [586]
-----------------------------------------------
                0.00    0.00       3/3           add_menu_widget (menu_public.c:83 @ e11f) [818]
[587]    0.0    0.00    0.00       3         init_entry_widget (menu.c:48 @ d970) [587]
-----------------------------------------------
                0.00    0.00       1/2           main (main.c:262 @ 2b2f) [5861]
                0.00    0.00       1/2           get_fps_digit_texture (fps.c:51 @ 3be8) [3168]
[588]    0.0    0.00    0.00       2         add_obj_file_meshes (main.c:197 @ 36a0) [588]
-----------------------------------------------
                0.00    0.00       1/2           add_obj_file_meshes (main.c:205 @ 37e5) [840]
                0.00    0.00       1/2           add_obj_file_meshes (main.c:238 @ 38e6) [846]
[589]    0.0    0.00    0.00       2         arr_append (arr_append.c:20 @ fc10) [589]
-----------------------------------------------
                0.00    0.00       2/2           init_basic_data_mesh (init.c:130 @ e747) [3503]
[590]    0.0    0.00    0.00       2         ident_mat_4x4 (init_matrix.c:97 @ 9f30) [590]
-----------------------------------------------
                0.00    0.00       2/2           load_obj_file (obj_parser.c:546 @ 9a93) [5089]
[591]    0.0    0.00    0.00       2         init_basic_data_mesh (init.c:129 @ e730) [591]
-----------------------------------------------
                0.00    0.00       1/2           add_obj_file_meshes (main.c:200 @ 36fc) [829]
                0.00    0.00       1/2           add_obj_file_meshes (main.c:236 @ 3809) [842]
[592]    0.0    0.00    0.00       2         load_obj_file (obj_parser.c:540 @ 9a30) [592]
-----------------------------------------------
                0.00    0.00       1/2           add_obj_file_meshes (main.c:204 @ 37dd) [839]
                0.00    0.00       1/2           add_obj_file_meshes (main.c:237 @ 38de) [845]
[593]    0.0    0.00    0.00       2         make_mesh_render_rdy (init.c:86 @ e6a0) [593]
-----------------------------------------------
                0.00    0.00       2/2           load_obj_file (obj_parser.c:551 @ 9aea) [5095]
[594]    0.0    0.00    0.00       2         obj_parser_count (obj_parser.c:59 @ 8450) [594]
-----------------------------------------------
                0.00    0.00       2/2           load_obj_file (obj_parser.c:573 @ 9b9d) [5113]
[595]    0.0    0.00    0.00       2         obj_parser_fill_vertexes (obj_parser.c:118 @ 8730) [595]
-----------------------------------------------
                0.00    0.00       2/2           load_obj_file (obj_parser.c:573 @ 9b9d) [5113]
[596]    0.0    0.00    0.00       2         obj_parser_handle_faces (obj_parser.c:287 @ 90d0) [596]
-----------------------------------------------
                0.00    0.00       2/2           load_obj_file (obj_parser.c:567 @ 9b82) [5111]
[597]    0.0    0.00    0.00       2         obj_parser_parse_mtl_libs (obj_parser.c:494 @ 9890) [597]
-----------------------------------------------
                0.00    0.00       1/1           cleanup_exit (cleanup.c:44 @ e8f2) [999]
[598]    0.0    0.00    0.00       1         clean_mlx (cleanup.c:4 @ e7d0) [598]
-----------------------------------------------
                0.00    0.00       1/1           mlx_key_callback (mlx_keys.c:28 @ 125e8) [6393]
[599]    0.0    0.00    0.00       1         cleanup_exit (cleanup.c:31 @ e870) [599]
-----------------------------------------------
                0.00    0.00       1/1           menu_handler (menu_public.c:41 @ df6d) [5963]
[600]    0.0    0.00    0.00       1         close_menu (menu_open_close.c:19 @ dd20) [600]
-----------------------------------------------
                0.00    0.00       1/1           clean_mlx (cleanup.c:5 @ e7e6) [968]
[601]    0.0    0.00    0.00       1         free_fps_digit_textures (fps.c:57 @ 3c20) [601]
-----------------------------------------------
                0.00    0.00       1/1           cleanup_exit (cleanup.c:44 @ e8f2) [999]
[602]    0.0    0.00    0.00       1         free_menu (menu_public.c:19 @ deb0) [602]
-----------------------------------------------
                0.00    0.00       1/1           init_main (init.c:59 @ e4bd) [3665]
[603]    0.0    0.00    0.00       1         get_fps_digit_texture (fps.c:35 @ 3b90) [603]
-----------------------------------------------
                0.00    0.00       1/1           main (main.c:265 @ 2b3f) [5863]
[604]    0.0    0.00    0.00       1         init_hooks (init.c:66 @ e560) [604]
-----------------------------------------------
                0.00    0.00       1/1           main (main.c:262 @ 2b2f) [5861]
[605]    0.0    0.00    0.00       1         init_main (init.c:47 @ e3c0) [605]
-----------------------------------------------
                0.00    0.00       1/1           init_settings (init.c:31 @ e4ed) [3720]
[606]    0.0    0.00    0.00       1         init_menu (menu_public.c:49 @ dfa0) [606]
-----------------------------------------------
                0.00    0.00       1/1           main (main.c:265 @ 2b3f) [5863]
[607]    0.0    0.00    0.00       1         init_menu_widgets (init.c:76 @ e600) [607]
-----------------------------------------------
                0.00    0.00       1/1           parse_mtl (obj_parser.c:431 @ 934e) [7209]
[608]    0.0    0.00    0.00       1         mtl_len (obj_parser.c:364 @ 91a0) [608]
-----------------------------------------------
                0.00    0.00       1/1           obj_parser_parse_mtl_libs (obj_parser.c:517 @ 996f) [6988]
[609]    0.0    0.00    0.00       1         parse_mtl (obj_parser.c:421 @ 9320) [609]
                0.00    0.00       1/8           ft_strjoin (ft_strjoin.c:16 @ ef50) [581]
-----------------------------------------------
                0.00    0.00       1/1           init_main (init.c:48 @ e3ef) [3659]
[610]    0.0    0.00    0.00       1         reset_camera (utils1.c:18 @ 76e0) [610]
-----------------------------------------------
