Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ns/call  ns/call  name    
[130]    0.1    0.08    0.00 243787962         zero_f (utils1.c:63 @ 7a50) [130]
-----------------------------------------------
                                                 <spontaneous>
[132]    0.1    0.08    0.00                 ensureBits32 (lodepng.c:542 @ 15306) [132]
-----------------------------------------------
                0.00    0.00       1/116339554     reset_camera (utils1.c:27 @ 790e) [574]
                0.00    0.00       1/116339554     reset_camera (utils1.c:30 @ 792d) [577]
                0.00    0.00       5/116339554     handle_movement_per_frame (main.c:49 @ 311d) [571]
                0.00    0.00       9/116339554     handle_movement_per_frame (main.c:42 @ 31ed) [569]
                0.00    0.00     872/116339554     cursor_movement_per_frame (main.c:18 @ 2eda) [563]
                0.00    0.00    1744/116339554     init_light (draw.c:145 @ 524f) [556]
                0.00    0.00    1744/116339554     init_light (draw.c:150 @ 5a20) [557]
                0.00    0.00    1744/116339554     matrix_point_at (init_matrix.c:186 @ a349) [558]
                0.00    0.00    1744/116339554     matrix_point_at (init_matrix.c:191 @ a42b) [559]
                0.00    0.00  334762/116339554     line_zplane_intersection (clipping_z.c:61 @ be0a) [544]
                0.07    0.00 115996928/116339554     draw_mesh (draw.c:378 @ 5c32) [89]
[146]    0.1    0.07    0.00 116339554         unit_vec3 (vec3.c:18 @ 5ed0) [146]
-----------------------------------------------
                0.00    0.00    1744/348413193     matrix_point_at (init_matrix.c:185 @ a2ee) [564]
                0.00    0.00    1744/348413193     matrix_point_at (init_matrix.c:190 @ a3be) [565]
                0.00    0.00   84159/348413193     clipping_z_near (clipping_z.c:152 @ c7b6) [552]
                0.00    0.00  334762/348413193     line_zplane_intersection (clipping_z.c:52 @ bd93) [549]
                0.02    0.00 115996928/348413193     draw_mesh (draw.c:381 @ 5c4a) [21]
                0.04    0.00 231993856/348413193     draw_mesh (draw.c:378 @ 5b41) [11]
[164]    0.1    0.06    0.00 348413193         v3_sub (vec3.c:138 @ 6270) [164]
-----------------------------------------------
                0.00    0.00       5/115998686     handle_movement_per_frame (main.c:48 @ 30c8) [572]
                0.00    0.00       9/115998686     handle_movement_per_frame (main.c:41 @ 3190) [570]
                0.00    0.00    1744/115998686     matrix_point_at (init_matrix.c:194 @ a433) [560]
                0.05    0.00 115996928/115998686     draw_mesh (draw.c:378 @ 5b41) [11]
[183]    0.1    0.05    0.00 115998686         cross_product (vec3.c:99 @ 60f0) [183]
-----------------------------------------------
                0.00    0.00 1078827/75190823     clipping_xy (clipping_xy.c:188 @ d281) [371]
                0.00    0.00 1078827/75190823     clipping_xy (clipping_xy.c:189 @ d296) [543]
                0.00    0.00 1117426/75190823     clipping_xy (clipping_xy.c:198 @ ce11) [370]
                0.00    0.00 1117426/75190823     clipping_xy (clipping_xy.c:201 @ ce3d) [542]
                0.05    0.00 70798317/75190823     rasterize (draw.c:261 @ 549b) [162]
[184]    0.1    0.05    0.00 75190823         clipping_z_near (clipping_z.c:126 @ c490) [184]
-----------------------------------------------
                0.04    0.00 68676306/68676306     rasterize (draw.c:300 @ 56cd) [231]
[213]    0.0    0.04    0.00 68676306         call_clipping_xy (clipping_xy.c:250 @ cb30) [213]
-----------------------------------------------
                0.03    0.00 70798317/70798317     rasterize (draw.c:258 @ 545b) [170]
[252]    0.0    0.03    0.00 70798317         projection_matrix (init_matrix.c:57 @ 9fe0) [252]
-----------------------------------------------
                                                 <spontaneous>
[253]    0.0    0.03    0.00                 advanceBits (lodepng.c:568 @ 1554b) [253]
-----------------------------------------------
                0.00    0.00    1744/187466513     matrix_point_at (init_matrix.c:188 @ a351) [567]
                0.00    0.00  669524/187466513     line_zplane_intersection (clipping_z.c:65 @ be23) [551]
                0.00    0.00 70798317/187466513     draw_mesh (draw.c:389 @ 5cff) [182]
                0.01    0.00 115996928/187466513     draw_mesh (draw.c:381 @ 5c4a) [21]
[372]    0.0    0.01    0.00 187466513         dot_prod_unit (vec3.c:110 @ 6170) [372]
-----------------------------------------------
                0.01    0.00 25510117/25510117     reading (get_next_line.c:34 @ f6dd) [325]
[373]    0.0    0.01    0.00 25510117         append_buffer (get_next_line_utils.c:105 @ 10280) [373]
-----------------------------------------------
                                                 <spontaneous>
[374]    0.0    0.01    0.00                 Adam7_getpassvalues (lodepng.c:4276 @ 1bbf5) [374]
-----------------------------------------------
                                                 <spontaneous>
[426]    0.0    0.01    0.00                 huffmanDecodeSymbol (lodepng.c:1073 @ 160ee) [426]
-----------------------------------------------
                                                 <spontaneous>
[450]    0.0    0.01    0.00                 peekBits (lodepng.c:562 @ 15523) [450]
-----------------------------------------------
                                                 <spontaneous>
[462]    0.0    0.01    0.00                 readBits (lodepng.c:574 @ 15589) [462]
-----------------------------------------------
                                                 <spontaneous>
[476]    0.0    0.01    0.00                 HuffmanTree_makeFromLengths2 (lodepng.c:785 @ 15c1b) [476]
-----------------------------------------------
                                                 <spontaneous>
[523]    0.0    0.01    0.00                 lodepng_memcpy (lodepng.c:121 @ 1491a) [523]
-----------------------------------------------
                                                 <spontaneous>
[524]    0.0    0.01    0.00                 lodepng_memset (lodepng.c:127 @ 14966) [524]
-----------------------------------------------
                                                 <spontaneous>
[532]    0.0    0.01    0.00                 reverseBits (lodepng.c:581 @ 155c7) [532]
-----------------------------------------------
                0.00    0.00      48/9587604     fill_3_doubles (obj_parser.c:402 @ 9731) [1767]
                0.00    0.00      48/9587604     fill_3_doubles (obj_parser.c:402 @ 985d) [1778]
                0.00    0.00     168/9587604     fill_3_doubles (obj_parser.c:409 @ 9770) [1774]
                0.00    0.00     168/9587604     fill_3_doubles (obj_parser.c:409 @ 9890) [1785]
                0.00    0.00  266188/9587604     parse_face_vertex (obj_parser.c:189 @ 8bf0) [7195]
                0.00    0.00  266188/9587604     parse_face_normals (obj_parser.c:213 @ 8d00) [7177]
                0.00    0.00  383539/9587604     str_to_double (obj_parser.c:106 @ 87b8) [8069]
                0.00    0.00  767140/9587604     str_to_double (obj_parser.c:101 @ 8780) [8061]
                0.00    0.00 7904117/9587604     ft_atoi (ft_atoi.c:39 @ efa9) [422]
[580]    0.0    0.00    0.00 9587604         ft_isdigit (ft_isdigit.c:14 @ ea00) [580]
-----------------------------------------------
                0.00    0.00   21338/9583428     fill_triangle_color (fill_triangle2.c:72 @ b63f) [1928]
                0.00    0.00 9562090/9583428     fill_triangle_texture (fill_triangle.c:189 @ acb0) [2063]
[581]    0.0    0.00    0.00 9583428         sort_vertexes_for_y (fill_triangle.c:17 @ ab50) [581]
-----------------------------------------------
                0.00    0.00 9562090/9562090     rasterize (draw.c:321 @ 5708) [321]
[582]    0.0    0.00    0.00 9562090         fill_triangle_texture (fill_triangle.c:163 @ ac60) [582]
-----------------------------------------------
                0.00    0.00       1/3198971     parse_mtl (obj_parser.c:432 @ 94b3) [7217]
                0.00    0.00       2/3198971     load_obj_file (obj_parser.c:552 @ 9c52) [5094]
                0.00    0.00       2/3198971     load_obj_file (obj_parser.c:552 @ 9c6b) [5096]
                0.00    0.00       2/3198971     load_obj_file (obj_parser.c:554 @ 9c78) [5098]
                0.00    0.00       2/3198971     load_obj_file (obj_parser.c:554 @ 9c9c) [5102]
                0.00    0.00       3/3198971     add_menu_widget (menu_public.c:61 @ e15c) [841]
                0.00    0.00       8/3198971     ft_strjoin (ft_strjoin.c:23 @ f07e) [2562]
                0.00    0.00      22/3198971     triangulation (obj_parser.c:241 @ 847e) [8162]
                0.00    0.00  743101/3198971     get_str_count (ft_split.c:36 @ f54e) [3258]
                0.00    0.00 2455828/3198971     append_next_sub (ft_split.c:53 @ f5dd) [928]
[583]    0.0    0.00    0.00 3198971         ft_calloc (ft_calloc.c:16 @ efe0) [583]
-----------------------------------------------
                0.00    0.00  383539/2839367     str_to_double (obj_parser.c:109 @ 880d) [8077]
                0.00    0.00 2455828/2839367     append_next_sub (ft_split.c:46 @ f5a0) [923]
[584]    0.0    0.00    0.00 2839367         ft_strchr (ft_strchr.c:16 @ edf0) [584]
-----------------------------------------------
                0.00    0.00       4/1569210     obj_parser_parse_mtl_libs (obj_parser.c:510 @ 9a83) [6989]
                0.00    0.00       8/1569210     parse_mtl (obj_parser.c:451 @ 956c) [7230]
                0.00    0.00       8/1569210     parse_mtl (obj_parser.c:462 @ 966a) [7241]
                0.00    0.00       8/1569210     parse_mtl (obj_parser.c:466 @ 96fd) [7245]
                0.00    0.00       8/1569210     parse_mtl (obj_parser.c:468 @ 9831) [7263]
                0.00    0.00       8/1569210     ft_strjoin (ft_strjoin.c:16 @ f040) [631]
                0.00    0.00       8/1569210     ft_strjoin (ft_strjoin.c:22 @ f06c) [2559]
                0.00    0.00       9/1569210     obj_parser_handle_faces (obj_parser.c:312 @ 8e86) [6937]
                0.00    0.00      11/1569210     parse_mtl (obj_parser.c:445 @ 9543) [7226]
                0.00    0.00      19/1569210     ft_strlcpy (ft_strlcpy.c:16 @ eda0) [2610]
                0.00    0.00      25/1569210     ft_strtrim (ft_strtrim.c:32 @ f2db) [2671]
                0.00    0.00      26/1569210     parse_mtl (obj_parser.c:469 @ 98a8) [7264]
                0.00    0.00      33/1569210     parse_mtl (obj_parser.c:471 @ 996c) [7266]
                0.00    0.00      34/1569210     parse_mtl (obj_parser.c:467 @ 9810) [7262]
                0.00    0.00      42/1569210     parse_mtl (obj_parser.c:465 @ 96d8) [7244]
                0.00    0.00      58/1569210     parse_mtl (obj_parser.c:461 @ 9648) [7240]
                0.00    0.00      58/1569210     parse_mtl (obj_parser.c:463 @ 9690) [7242]
                0.00    0.00      74/1569210     parse_mtl (obj_parser.c:459 @ 9600) [7238]
                0.00    0.00      81/1569210     parse_mtl (obj_parser.c:455 @ 95a3) [7235]
                0.00    0.00      82/1569210     parse_mtl (obj_parser.c:457 @ 95ca) [7236]
                0.00    0.00      85/1569210     mtl_len (obj_parser.c:380 @ 9373) [6772]
                0.00    0.00  115566/1569210     obj_parser_count (obj_parser.c:77 @ 86b0) [6840]
                0.00    0.00  115567/1569210     obj_parser_count (obj_parser.c:75 @ 8680) [6838]
                0.00    0.00  144215/1569210     str_to_double (obj_parser.c:110 @ 881c) [8078]
                0.00    0.00  210748/1569210     obj_parser_handle_faces (obj_parser.c:308 @ 8e5a) [6935]
                0.00    0.00  239324/1569210     str_to_double (obj_parser.c:112 @ 885f) [8082]
                0.00    0.00  743101/1569210     append_next_sub (ft_split.c:48 @ f650) [936]
[585]    0.0    0.00    0.00 1569210         ft_strlen (ft_strlen.c:16 @ ea20) [585]
-----------------------------------------------
                0.00    0.00  265768/1564810     parse_face_vertex (obj_parser.c:197 @ 8c4f) [7207]
                0.00    0.00  265768/1564810     parse_face_normals (obj_parser.c:215 @ 8d1f) [7180]
                0.00    0.00  266188/1564810     parse_face_vertex (obj_parser.c:190 @ 8c0f) [7198]
                0.00    0.00  383539/1564810     str_to_double (obj_parser.c:108 @ 87eb) [8074]
                0.00    0.00  383547/1564810     str_to_double (obj_parser.c:99 @ 8770) [8059]
[586]    0.0    0.00    0.00 1564810         ft_atoi (ft_atoi.c:23 @ ef40) [586]
-----------------------------------------------
                0.00    0.00       3/1456644     obj_parser_parse_mtl_libs (obj_parser.c:510 @ 9a83) [6989]
                0.00    0.00       9/1456644     obj_parser_handle_faces (obj_parser.c:317 @ 8f58) [6941]
                0.00    0.00      11/1456644     parse_mtl (obj_parser.c:445 @ 9543) [7226]
                0.00    0.00      26/1456644     parse_mtl (obj_parser.c:469 @ 98a8) [7264]
                0.00    0.00      26/1456644     parse_mtl (obj_parser.c:471 @ 996c) [7266]
                0.00    0.00      34/1456644     parse_mtl (obj_parser.c:467 @ 9810) [7262]
                0.00    0.00      42/1456644     parse_mtl (obj_parser.c:465 @ 96d8) [7244]
                0.00    0.00      50/1456644     parse_mtl (obj_parser.c:463 @ 9690) [7242]
                0.00    0.00      58/1456644     parse_mtl (obj_parser.c:461 @ 9648) [7240]
                0.00    0.00      66/1456644     parse_mtl (obj_parser.c:459 @ 9600) [7238]
                0.00    0.00      74/1456644     parse_mtl (obj_parser.c:457 @ 95ca) [7236]
                0.00    0.00      81/1456644     parse_mtl (obj_parser.c:455 @ 95a3) [7235]
                0.00    0.00      85/1456644     mtl_len (obj_parser.c:380 @ 9373) [6772]
                0.00    0.00  115566/1456644     obj_parser_count (obj_parser.c:77 @ 86b0) [6840]
                0.00    0.00  115567/1456644     obj_parser_count (obj_parser.c:75 @ 8680) [6838]
                0.00    0.00  115567/1456644     obj_parser_fill_vertexes (obj_parser.c:162 @ 8a98) [6902]
                0.00    0.00  133198/1456644     obj_parser_count (obj_parser.c:73 @ 8649) [6832]
                0.00    0.00  133198/1456644     obj_parser_fill_vertexes (obj_parser.c:152 @ 89da) [6881]
                0.00    0.00  210739/1456644     obj_parser_handle_faces (obj_parser.c:317 @ 8e28) [6932]
                0.00    0.00  210748/1456644     obj_parser_count (obj_parser.c:71 @ 8638) [6831]
                0.00    0.00  210748/1456644     obj_parser_fill_vertexes (obj_parser.c:142 @ 89bd) [6878]
                0.00    0.00  210748/1456644     obj_parser_handle_faces (obj_parser.c:310 @ 8e63) [6936]
[587]    0.0    0.00    0.00 1456644         ft_strncmp (ft_strncmp.c:16 @ eea0) [587]
-----------------------------------------------
                0.00    0.00     420/743101      parse_face_normals (obj_parser.c:217 @ 8d80) [7187]
                0.00    0.00   17631/743101      obj_parser_fill_vertexes (obj_parser.c:158 @ 8a7b) [6899]
                0.00    0.00   48962/743101      obj_parser_fill_vertexes (obj_parser.c:170 @ 8b30) [6917]
                0.00    0.00   66582/743101      obj_parser_handle_faces (obj_parser.c:337 @ 9091) [6955]
                0.00    0.00   77550/743101      obj_parser_fill_vertexes (obj_parser.c:147 @ 8989) [6872]
                0.00    0.00  265768/743101      parse_face_normals (obj_parser.c:223 @ 8d69) [7185]
                0.00    0.00  266188/743101      parse_face_vertex (obj_parser.c:200 @ 8c6b) [7209]
[588]    0.0    0.00    0.00  743101         ft_free_2darr (ft_free_2darr.c:16 @ fca0) [588]
-----------------------------------------------
                0.00    0.00   17631/743101      obj_parser_fill_vertexes (obj_parser.c:154 @ 89f7) [6884]
                0.00    0.00   48962/743101      obj_parser_fill_vertexes (obj_parser.c:162 @ 8a98) [6902]
                0.00    0.00   66582/743101      obj_parser_handle_faces (obj_parser.c:320 @ 90c0) [6956]
                0.00    0.00   77550/743101      obj_parser_fill_vertexes (obj_parser.c:145 @ 8930) [6861]
                0.00    0.00  266188/743101      parse_face_vertex (obj_parser.c:190 @ 8bff) [7196]
                0.00    0.00  266188/743101      parse_face_normals (obj_parser.c:214 @ 8d0f) [7179]
[589]    0.0    0.00    0.00  743101         ft_split (ft_split.c:66 @ f4e0) [589]
-----------------------------------------------
                0.00    0.00  632434/632434      shrink_out (get_next_line.c:53 @ f8e0) [7857]
[590]    0.0    0.00    0.00  632434         cleanup (get_next_line_utils.c:16 @ fdf0) [590]
-----------------------------------------------
                0.00    0.00  632434/632434      get_next_line (get_next_line.c:75 @ f7f5) [3220]
[591]    0.0    0.00    0.00  632434         get_current_file (get_next_line_utils.c:38 @ fe70) [591]
-----------------------------------------------
                0.00    0.00       1/632434      mtl_len (obj_parser.c:376 @ 933d) [6768]
                0.00    0.00       1/632434      parse_mtl (obj_parser.c:439 @ 94ef) [7220]
                0.00    0.00       1/632434      obj_parser_parse_mtl_libs (obj_parser.c:517 @ 9adf) [6994]
                0.00    0.00       2/632434      obj_parser_count (obj_parser.c:61 @ 85da) [6823]
                0.00    0.00       2/632434      obj_parser_count (obj_parser.c:83 @ 8670) [6835]
                0.00    0.00       2/632434      obj_parser_fill_vertexes (obj_parser.c:130 @ 88e1) [6852]
                0.00    0.00       2/632434      obj_parser_fill_vertexes (obj_parser.c:176 @ 8b40) [6919]
                0.00    0.00       2/632434      obj_parser_handle_faces (obj_parser.c:343 @ 9120) [6966]
                0.00    0.00       2/632434      obj_parser_handle_faces (obj_parser.c:300 @ 9256) [6973]
                0.00    0.00       2/632434      obj_parser_parse_mtl_libs (obj_parser.c:508 @ 9a3e) [6984]
                0.00    0.00       2/632434      obj_parser_parse_mtl_libs (obj_parser.c:513 @ 9a78) [6988]
                0.00    0.00       3/632434      parse_mtl (obj_parser.c:448 @ 9538) [7225]
                0.00    0.00       9/632434      mtl_len (obj_parser.c:388 @ 939d) [6775]
                0.00    0.00      77/632434      mtl_len (obj_parser.c:383 @ 9368) [6771]
                0.00    0.00      82/632434      parse_mtl (obj_parser.c:474 @ 9598) [7234]
                0.00    0.00  210748/632434      obj_parser_count (obj_parser.c:79 @ 861b) [6828]
                0.00    0.00  210748/632434      obj_parser_fill_vertexes (obj_parser.c:173 @ 899c) [6875]
                0.00    0.00  210748/632434      obj_parser_handle_faces (obj_parser.c:341 @ 8e4e) [6934]
[592]    0.0    0.00    0.00  632434         get_next_line (get_next_line.c:69 @ f7e0) [592]
-----------------------------------------------
                0.00    0.00  632434/632434      shrink_out (get_next_line.c:50 @ f81a) [7846]
[593]    0.0    0.00    0.00  632434         reading (get_next_line.c:16 @ f690) [593]
-----------------------------------------------
                0.00    0.00  632419/632419      shrink_out (get_next_line.c:63 @ f858) [7854]
[594]    0.0    0.00    0.00  632419         my_str_cpy (get_next_line_utils.c:64 @ ff20) [594]
-----------------------------------------------
                0.00    0.00       8/383547      parse_mtl (obj_parser.c:458 @ 95e4) [7237]
                0.00    0.00       8/383547      parse_mtl (obj_parser.c:460 @ 9622) [7239]
                0.00    0.00       8/383547      parse_mtl (obj_parser.c:462 @ 966a) [7241]
                0.00    0.00       8/383547      parse_mtl (obj_parser.c:464 @ 96b2) [7243]
                0.00    0.00      24/383547      fill_3_doubles (obj_parser.c:399 @ 9719) [1765]
                0.00    0.00      24/383547      fill_3_doubles (obj_parser.c:401 @ 9850) [1777]
                0.00    0.00   17631/383547      obj_parser_fill_vertexes (obj_parser.c:155 @ 8a1d) [6889]
                0.00    0.00   17631/383547      obj_parser_fill_vertexes (obj_parser.c:156 @ 8a35) [6892]
                0.00    0.00   17631/383547      obj_parser_fill_vertexes (obj_parser.c:157 @ 8a55) [6895]
                0.00    0.00   48962/383547      obj_parser_fill_vertexes (obj_parser.c:165 @ 8abf) [6904]
                0.00    0.00   48962/383547      obj_parser_fill_vertexes (obj_parser.c:166 @ 8af0) [6909]
                0.00    0.00   77550/383547      obj_parser_fill_vertexes (obj_parser.c:144 @ 893f) [6862]
                0.00    0.00   77550/383547      obj_parser_fill_vertexes (obj_parser.c:145 @ 894e) [6865]
                0.00    0.00   77550/383547      obj_parser_fill_vertexes (obj_parser.c:147 @ 896c) [6869]
[595]    0.0    0.00    0.00  383547         str_to_double (obj_parser.c:88 @ 8740) [595]
-----------------------------------------------
                0.00    0.00  144215/383539      str_to_double (obj_parser.c:110 @ 881c) [8078]
                0.00    0.00  239324/383539      str_to_double (obj_parser.c:112 @ 885f) [8082]
[596]    0.0    0.00    0.00  383539         ft_powint (ft_powint.c:16 @ f910) [596]
-----------------------------------------------
                0.00    0.00     872/337378      cursor_movement_per_frame (main.c:18 @ 2e73) [1391]
                0.00    0.00    1744/337378      draw_mesh (draw.c:347 @ 59a0) [1626]
                0.00    0.00  334762/337378      line_zplane_intersection (clipping_z.c:70 @ c030) [3946]
[597]    0.0    0.00    0.00  337378         v3_add (vec3.c:115 @ 61a0) [597]
-----------------------------------------------
                0.00    0.00    1744/336506      matrix_point_at (init_matrix.c:188 @ a351) [567]
                0.00    0.00  334762/336506      line_zplane_intersection (clipping_z.c:68 @ bfc0) [3945]
[598]    0.0    0.00    0.00  336506         v3_scale (vec3.c:182 @ 6400) [598]
-----------------------------------------------
                0.00    0.00   83222/334762      clipping_z_near (clipping_z.c:187 @ c646) [1175]
                0.00    0.00   83222/334762      clipping_z_near (clipping_z.c:188 @ c6b1) [1178]
                0.00    0.00   84159/334762      clipping_z_near (clipping_z.c:164 @ c84a) [1207]
                0.00    0.00   84159/334762      clipping_z_near (clipping_z.c:167 @ c8ff) [1214]
[599]    0.0    0.00    0.00  334762         line_zplane_intersection (clipping_z.c:39 @ bd10) [599]
-----------------------------------------------
                0.00    0.00       2/266190      load_obj_file (obj_parser.c:573 @ 9cfd) [5111]
                0.00    0.00  266188/266190      obj_parser_handle_faces (obj_parser.c:334 @ 905c) [448]
[600]    0.0    0.00    0.00  266190         parse_face_normals (obj_parser.c:207 @ 8cd0) [600]
-----------------------------------------------
                0.00    0.00  266188/266188      obj_parser_handle_faces (obj_parser.c:333 @ 9003) [6949]
[601]    0.0    0.00    0.00  266188         parse_face_vertex (obj_parser.c:182 @ 8bb0) [601]
-----------------------------------------------
                0.00    0.00       1/133171      free_menu (menu_public.c:31 @ e01d) [2271]
                0.00    0.00       1/133171      init_menu (menu_public.c:50 @ e0a7) [3671]
                0.00    0.00       1/133171      init_main (init.c:48 @ e4df) [3652]
                0.00    0.00       2/133171      load_obj_file (obj_parser.c:545 @ 9bee) [5086]
                0.00    0.00       2/133171      init_basic_data_mesh (init.c:130 @ e837) [3497]
                0.00    0.00   66582/133171      obj_parser_handle_faces (obj_parser.c:327 @ 8fb7) [6946]
                0.00    0.00   66582/133171      obj_parser_handle_faces (obj_parser.c:330 @ 8fc4) [6947]
[602]    0.0    0.00    0.00  133171         ft_bzero (ft_bzero.c:16 @ eae0) [602]
-----------------------------------------------
                0.00    0.00   66582/66582       triangulation (obj_parser.c:235 @ 90a6) [8171]
[603]    0.0    0.00    0.00   66582         ft_put_pixel_fin_index (utils1.c:161 @ 82b0) [603]
-----------------------------------------------
                0.00    0.00   21338/21338       rasterize (draw.c:304 @ 583d) [7385]
[604]    0.0    0.00    0.00   21338         fill_triangle_color (fill_triangle2.c:69 @ b610) [604]
-----------------------------------------------
                0.00    0.00    1744/6976        fill_model_matrix (draw.c:192 @ 506c) [1839]
                0.00    0.00    1744/6976        fill_model_matrix (draw.c:198 @ 507e) [1841]
                0.00    0.00    1744/6976        fill_model_matrix (draw.c:198 @ 508a) [1843]
                0.00    0.00    1744/6976        fill_model_matrix (draw.c:201 @ 5098) [1844]
[605]    0.0    0.00    0.00    6976         mat4x4_mult_mat4x4 (matrix_mult.c:27 @ a620) [605]
-----------------------------------------------
                0.00    0.00    1744/1744        ft_hook (main.c:154 @ 3570) [505]
[606]    0.0    0.00    0.00    1744         draw_mesh (draw.c:336 @ 5900) [606]
-----------------------------------------------
                0.00    0.00    1744/1744        draw_mesh (draw.c:345 @ 5960) [1625]
[607]    0.0    0.00    0.00    1744         fill_model_matrix (draw.c:175 @ 4f80) [607]
-----------------------------------------------
                0.00    0.00    1744/1744        draw_mesh (draw.c:355 @ 59d3) [1628]
[608]    0.0    0.00    0.00    1744         init_day_light (draw.c:207 @ 50f0) [608]
-----------------------------------------------
                0.00    0.00    1744/1744        draw_mesh (draw.c:350 @ 59ba) [1627]
[609]    0.0    0.00    0.00    1744         matrix_look_at (init_matrix.c:219 @ a550) [609]
-----------------------------------------------
                0.00    0.00    1744/1744        draw_mesh (draw.c:347 @ 59a0) [1626]
[610]    0.0    0.00    0.00    1744         matrix_point_at (init_matrix.c:179 @ a2a0) [610]
-----------------------------------------------
                0.00    0.00    1744/1744        fill_model_matrix (draw.c:187 @ 501a) [1834]
[611]    0.0    0.00    0.00    1744         rot_matx_4x4 (init_matrix.c:117 @ a0e0) [611]
-----------------------------------------------
                0.00    0.00    1744/1744        fill_model_matrix (draw.c:188 @ 502a) [1835]
[612]    0.0    0.00    0.00    1744         rot_maty_4x4 (init_matrix.c:137 @ a170) [612]
-----------------------------------------------
                0.00    0.00    1744/1744        fill_model_matrix (draw.c:189 @ 5048) [1836]
[613]    0.0    0.00    0.00    1744         rot_matz_4x4 (init_matrix.c:157 @ a220) [613]
-----------------------------------------------
                0.00    0.00    1744/1744        fill_model_matrix (draw.c:186 @ 4fec) [1833]
[614]    0.0    0.00    0.00    1744         scale_matrix (init_matrix.c:37 @ 9f50) [614]
-----------------------------------------------
                0.00    0.00    1744/1744        fill_model_matrix (draw.c:192 @ 4fe0) [1831]
[615]    0.0    0.00    0.00    1744         translation_matrix (init_matrix.c:77 @ a030) [615]
-----------------------------------------------
                0.00    0.00     936/936         mlx_exec_loop_hooks (mlx_loop.c:25 @ 1283d) [6174]
[616]    0.0    0.00    0.00     936         display_fps_hook (fps.c:170 @ 4410) [616]
-----------------------------------------------
                0.00    0.00     936/936         mlx_exec_loop_hooks (mlx_loop.c:25 @ 1283d) [6174]
[617]    0.0    0.00    0.00     936         ft_hook (main.c:139 @ 32a0) [617]
-----------------------------------------------
                0.00    0.00     936/936         ft_hook (main.c:139 @ 32c0) [2344]
[618]    0.0    0.00    0.00     936         menu_handler (menu_public.c:36 @ e040) [618]
-----------------------------------------------
                0.00    0.00     872/872         cursor_movement_per_frame (main.c:18 @ 2e73) [1391]
[619]    0.0    0.00    0.00     872         get_direction (vec3.c:337 @ 67a0) [619]
-----------------------------------------------
                0.00    0.00     872/872         ft_hook (main.c:163 @ 32d5) [2347]
[620]    0.0    0.00    0.00     872         handle_movement_per_frame (main.c:27 @ 2e00) [620]
-----------------------------------------------
                0.00    0.00     531/531         mlx_cursor_cb (mlx_mouse.c:38 @ 12d5e) [6091]
[621]    0.0    0.00    0.00     531         cursor_hook (key_handlers.c:152 @ d920) [621]
-----------------------------------------------
                0.00    0.00     303/303         display_fps (fps.c:163 @ 42c4) [1512]
[622]    0.0    0.00    0.00     303         display_digit (fps.c:84 @ 3f80) [622]
-----------------------------------------------
                0.00    0.00     289/289         display_fps_hook (fps.c:182 @ 446a) [1548]
[623]    0.0    0.00    0.00     289         display_fps (fps.c:136 @ 4220) [623]
-----------------------------------------------
                0.00    0.00     106/106         mlx_key_callback (mlx_keys.c:28 @ 126d8) [6393]
[624]    0.0    0.00    0.00     106         key_hook (key_handlers.c:113 @ d670) [624]
-----------------------------------------------
                0.00    0.00      71/71          handle_movement_per_frame (main.c:64 @ 307e) [3372]
[625]    0.0    0.00    0.00      71         add_vec3 (vec3.c:213 @ 64d0) [625]
-----------------------------------------------
                0.00    0.00      63/63          menu_handler (menu_public.c:40 @ e080) [5968]
[626]    0.0    0.00    0.00      63         handle_open_menu (menu.c:103 @ dce0) [626]
-----------------------------------------------
                0.00    0.00      39/39          get_mtl (obj_parser.c:49 @ 8ee0) [3214]
[627]    0.0    0.00    0.00      39         ft_strcmp (ft_strncmp.c:34 @ eef0) [627]
-----------------------------------------------
                0.00    0.00      39/39          get_mtl (obj_parser.c:47 @ 8f07) [3215]
[628]    0.0    0.00    0.00      39         is_buffer_all_zeros (ft_realloc_copy_until_zeroed.c:16 @ fb90) [628]
-----------------------------------------------
                0.00    0.00       1/25          obj_parser_parse_mtl_libs (obj_parser.c:517 @ 9aa2) [6990]
                0.00    0.00       7/25          parse_mtl (obj_parser.c:472 @ 9991) [7267]
                0.00    0.00       8/25          parse_mtl (obj_parser.c:452 @ 9574) [7231]
                0.00    0.00       9/25          obj_parser_handle_faces (obj_parser.c:312 @ 8e94) [6938]
[629]    0.0    0.00    0.00      25         ft_strtrim (ft_strtrim.c:27 @ f2c0) [629]
-----------------------------------------------
                0.00    0.00       3/19          add_menu_widget (menu_public.c:77 @ e1da) [856]
                0.00    0.00       8/19          ft_strjoin (ft_strjoin.c:26 @ f08b) [2564]
                0.00    0.00       8/19          ft_strjoin (ft_strjoin.c:27 @ f09a) [2565]
[630]    0.0    0.00    0.00      19         ft_strlcpy (ft_strlcpy.c:16 @ ed80) [630]
-----------------------------------------------
                0.00    0.00       1/8           parse_mtl (obj_parser.c:421 @ 9480) [659]
                0.00    0.00       7/8           parse_mtl (obj_parser.c:476 @ 9788) [7246]
[631]    0.0    0.00    0.00       8         ft_strjoin (ft_strjoin.c:16 @ f040) [631]
                0.00    0.00       8/1569210     ft_strlen (ft_strlen.c:16 @ ea20) [585]
-----------------------------------------------
